# Output for Windows.
[11] FixedStrTbl.dat (9217), compress=1, debug=0, platform=0
[318021] Char1802-w.tbmb (43378), compress=1, debug=0, platform=99
[318111] Char1811-w.tbmb (23965), compress=1, debug=0, platform=99
[318121] Char1812-w.tbmb (23213), compress=1, debug=0, platform=99
[318211] Char1821-w.tbmb (43378), compress=1, debug=0, platform=99
[319011] Char1901-w.tbmb (8133), compress=1, debug=0, platform=99
[810001] Menu_Pc1_en.xml (615), compress=1, debug=0, platform=0
[810002] Menu_Pc1_jp.xml (620), compress=1, debug=0, platform=0
[810011] Menu_Pc2_en.xml (800), compress=1, debug=0, platform=0
[810012] Menu_Pc2_jp.xml (786), compress=1, debug=0, platform=0
[810021] Menu_Pc3_en.xml (557), compress=1, debug=0, platform=0
[810022] Menu_Pc3_jp.xml (560), compress=1, debug=0, platform=0
[810031] Menu_FocusEnemy_en.xml (236), compress=1, debug=0, platform=0
[810032] Menu_FocusEnemy_jp.xml (244), compress=1, debug=0, platform=0
[810041] Menu_FocusExtra_en.xml (245), compress=1, debug=0, platform=0
[810042] Menu_FocusExtra_jp.xml (250), compress=1, debug=0, platform=0
[810051] Menu_FocusDropItem_en.xml (237), compress=1, debug=0, platform=0
[810052] Menu_FocusDropItem_jp.xml (239), compress=1, debug=0, platform=0
[810061] Menu_FocusMapObj_en.xml (247), compress=1, debug=0, platform=0
[810062] Menu_FocusMapObj_jp.xml (253), compress=1, debug=0, platform=0
[810071] Menu_EquippedItem_en.xml (153), compress=1, debug=0, platform=0
[810072] Menu_EquippedItem_jp.xml (158), compress=1, debug=0, platform=0
[810101] Menu_IngameMain_en.xml (816), compress=1, debug=0, platform=0
[810102] Menu_IngameMain_jp.xml (835), compress=1, debug=0, platform=0
[810111] Menu_Im_ItemListSub_en.xml (302), compress=1, debug=0, platform=0
[810112] Menu_Im_ItemListSub_jp.xml (309), compress=1, debug=0, platform=0
[810121] Menu_Im_SourceListSub_en.xml (646), compress=1, debug=0, platform=0
[810122] Menu_Im_SourceListSub_jp.xml (655), compress=1, debug=0, platform=0
[810211] Menu_Im_SourceEditSub_en.xml (447), compress=1, debug=0, platform=0
[810212] Menu_Im_SourceEditSub_jp.xml (444), compress=1, debug=0, platform=0
[810701] Menu_Title_en.xml (2009), compress=1, debug=0, platform=0
[810702] Menu_Title_jp.xml (2060), compress=1, debug=0, platform=0
[810901] Menu_Debug.xml (14022), compress=1, debug=1, platform=0
[820001] Ptcl001-w.tbmb (732406), compress=1, debug=0, platform=99
[820002] Ptcl002-w.tbmb (732406), compress=1, debug=0, platform=99
[820003] Ptcl003-w.tbmb (727044), compress=1, debug=0, platform=99
[820004] Ptcl004-w.tbmb (732406), compress=1, debug=0, platform=99
[820005] Ptcl005-w.tbmb (732406), compress=1, debug=0, platform=99
[820006] Ptcl006-w.tbmb (732406), compress=1, debug=0, platform=99
[820007] Ptcl007-w.tbmb (732406), compress=1, debug=0, platform=99
[820008] Ptcl008-w.tbmb (732406), compress=1, debug=0, platform=99
[820009] Ptcl009-w.tbmb (826413), compress=1, debug=0, platform=99
[820010] Ptcl010-w.tbmb (826413), compress=1, debug=0, platform=99
[820011] Ptcl011-w.tbmb (826413), compress=1, debug=0, platform=99
[820012] Ptcl012-w.tbmb (826413), compress=1, debug=0, platform=99
[820013] Ptcl013-w.tbmb (826413), compress=1, debug=0, platform=99
[820014] Ptcl014-w.tbmb (826413), compress=1, debug=0, platform=99
[820015] Ptcl015-w.tbmb (826413), compress=1, debug=0, platform=99
[820016] Ptcl016-w.tbmb (826413), compress=1, debug=0, platform=99
[820017] Ptcl017-w.tbmb (841865), compress=1, debug=0, platform=99
[820018] Ptcl018-w.tbmb (841865), compress=1, debug=0, platform=99
[820019] Ptcl019-w.tbmb (841865), compress=1, debug=0, platform=99
[820020] Ptcl020-w.tbmb (841865), compress=1, debug=0, platform=99
[820021] Ptcl021-w.tbmb (841865), compress=1, debug=0, platform=99
[820022] Ptcl022-w.tbmb (841865), compress=1, debug=0, platform=99
[820023] Ptcl023-w.tbmb (841865), compress=1, debug=0, platform=99
[820024] Ptcl024-w.tbmb (841865), compress=1, debug=0, platform=99
[820025] Ptcl025-w.tbmb (306795), compress=1, debug=0, platform=99
[820026] Ptcl026-w.tbmb (306795), compress=1, debug=0, platform=99
[820027] Ptcl027-w.tbmb (306795), compress=1, debug=0, platform=99
[820301] Ptcl301-w.tbmb (321937), compress=1, debug=0, platform=99
[820302] Ptcl302-w.tbmb (321937), compress=1, debug=0, platform=99
[820303] Ptcl303-w.tbmb (405263), compress=1, debug=0, platform=99
[820304] Ptcl304-w.tbmb (321937), compress=1, debug=0, platform=99
[820305] Ptcl305-w.tbmb (321937), compress=1, debug=0, platform=99
[820306] Ptcl306-w.tbmb (321937), compress=1, debug=0, platform=99
[820307] Ptcl307-w.tbmb (321937), compress=1, debug=0, platform=99
[820311] Ptcl311-w.tbmb (114739), compress=1, debug=0, platform=99
[820312] Ptcl312-w.tbmb (405263), compress=1, debug=0, platform=99
[820313] Ptcl313-w.tbmb (114739), compress=1, debug=0, platform=99
[820351] Ptcl351-w.tbmb (276686), compress=1, debug=0, platform=99
[820501] Ptcl501-w.tbmb (409291), compress=1, debug=0, platform=99
[820502] Ptcl502-w.tbmb (409291), compress=1, debug=0, platform=99
[820503] Ptcl503-w.tbmb (446399), compress=1, debug=0, platform=99
[820504] Ptcl504-w.tbmb (519543), compress=1, debug=0, platform=99
[820505] Ptcl505-w.tbmb (179033), compress=1, debug=0, platform=99
[820506] Ptcl506-w.tbmb (409291), compress=1, debug=0, platform=99
[820507] Ptcl507-w.tbmb (409483), compress=1, debug=0, platform=99
[820508] Ptcl508-w.tbmb (515759), compress=1, debug=0, platform=99
[820509] Ptcl509-w.tbmb (210889), compress=1, debug=0, platform=99
[820510] Ptcl510-w.tbmb (59030), compress=1, debug=0, platform=99
[820511] Ptcl511-w.tbmb (566564), compress=1, debug=0, platform=99
[820512] Ptcl512-w.tbmb (492959), compress=1, debug=0, platform=99
[820513] Ptcl513-w.tbmb (223083), compress=1, debug=0, platform=99
[820515] Ptcl515-w.tbmb (224495), compress=1, debug=0, platform=99
[820520] Ptcl520-w.tbmb (541794), compress=1, debug=0, platform=99
[820521] Ptcl521-w.tbmb (542034), compress=1, debug=0, platform=99
[820522] Ptcl522-w.tbmb (198548), compress=1, debug=0, platform=99
[820531] Ptcl531-w.tbmb (431286), compress=1, debug=0, platform=99
[820601] Ptcl601-w.tbmb (431166), compress=1, debug=0, platform=99
[821991] ParticleDef01.dat (2020), compress=1, debug=0, platform=0
[1101011] Se10101.wav (92944), compress=1, debug=0, platform=2
[1101021] Se10102.wav (52828), compress=1, debug=0, platform=2
[1101031] Se10103.wav (23164), compress=1, debug=0, platform=2
[1101041] Se10104.wav (138300), compress=1, debug=0, platform=2
[1101051] Se10105.wav (123628), compress=1, debug=0, platform=2
[1101081] Se10108.wav (7512), compress=1, debug=0, platform=2
[1101091] Se10109.wav (7518), compress=1, debug=0, platform=2
[1101101] Se10110.wav (103648), compress=1, debug=0, platform=2
[1102011] Se10201.wav (26606), compress=1, debug=0, platform=2
[1102021] Se10202.wav (26520), compress=1, debug=0, platform=2
[1102111] Se10211.wav (88322), compress=1, debug=0, platform=2
[1102211] Se10221.wav (138956), compress=1, debug=0, platform=2
[1102221] Se10222.wav (152716), compress=1, debug=0, platform=2
[1102231] Se10223.wav (165562), compress=1, debug=0, platform=2
[1102251] Se10225.wav (168928), compress=1, debug=0, platform=2
[1102261] Se10226.wav (39946), compress=1, debug=0, platform=2
[1102311] Se10231.wav (79268), compress=1, debug=0, platform=2
[1102351] Se10235.wav (309416), compress=1, debug=0, platform=2
[1102411] Se10241.wav (174034), compress=1, debug=0, platform=2
[1102431] Se10243.wav (17596), compress=1, debug=0, platform=2
[1102551] Se10255.wav (934868), compress=1, debug=0, platform=2
[1102721] Se10272.wav (146568), compress=1, debug=0, platform=2
[1111111] Se11111.wav (87706), compress=1, debug=0, platform=2
[1111121] Se11112.wav (100388), compress=1, debug=0, platform=2
[1112031] Se11203.wav (58816), compress=1, debug=0, platform=2
[1121021] Se12102.wav (202616), compress=1, debug=0, platform=2
[1121041] Se12104.wav (158736), compress=1, debug=0, platform=2
[1121091] Se12109.wav (36144), compress=1, debug=0, platform=2
[1121101] Se12110.wav (37754), compress=1, debug=0, platform=2
[1121111] Se12111.wav (34048), compress=1, debug=0, platform=2
[1121131] Se12113.wav (40522), compress=1, debug=0, platform=2
[1121151] Se12115.wav (67512), compress=1, debug=0, platform=2
[1121531] Se12153.wav (18674), compress=1, debug=0, platform=2
[1121541] Se12154.wav (44774), compress=1, debug=0, platform=2
[1121571] Se12157.wav (99510), compress=1, debug=0, platform=2
[1131011] Se13101.wav (233220), compress=1, debug=0, platform=2
[1131021] Se13102.wav (155718), compress=1, debug=0, platform=2
[1131031] Se13103.wav (111394), compress=1, debug=0, platform=2
[1131041] Se13104.wav (53590), compress=1, debug=0, platform=2
[1131131] Se13113.wav (367968), compress=1, debug=0, platform=2
[1171061] Se17106.wav (152148), compress=1, debug=0, platform=2
[1171131] Se17113.wav (405770), compress=1, debug=0, platform=2
[201010101] Map10101-w.tbmb (883389), compress=1, debug=0, platform=99
[201010102] Map10101_ev.xml (402), compress=1, debug=0, platform=0
[201010111] Map10101_en.msgd (42), compress=1, debug=0, platform=0
[201010112] Map10101_jp.msgd (42), compress=1, debug=0, platform=0
[201010201] Map10102-w.tbmb (2805082), compress=1, debug=0, platform=99
[201010202] Map10102_ev.xml (892), compress=1, debug=0, platform=0
[201010211] Map10102_en.msgd (42), compress=1, debug=0, platform=0
[201010212] Map10102_jp.msgd (42), compress=1, debug=0, platform=0
[201010401] Map10104-w.tbmb (810353), compress=1, debug=0, platform=99
[201010402] Map10104_ev.xml (1256), compress=1, debug=0, platform=0
[201010411] Map10104_en.msgd (42), compress=1, debug=0, platform=0
[201010412] Map10104_jp.msgd (42), compress=1, debug=0, platform=0
[201010501] Map10105-w.tbmb (761025), compress=1, debug=0, platform=99
[201010502] Map10105_ev.xml (402), compress=1, debug=0, platform=0
[201010511] Map10105_en.msgd (42), compress=1, debug=0, platform=0
[201010512] Map10105_jp.msgd (42), compress=1, debug=0, platform=0
[201018101] Map10181-w.tbmb (5723783), compress=1, debug=0, platform=99
[201018102] Map10181_ev.xml (936), compress=1, debug=0, platform=0
[201018111] Map10181_en.msgd (1001), compress=1, debug=0, platform=0
[201018112] Map10181_jp.msgd (1062), compress=1, debug=0, platform=0
[201020101] Map10201-w.tbmb (6333578), compress=1, debug=0, platform=99
[201020102] Map10201_ev.xml (1330), compress=1, debug=0, platform=0
[201020111] Map10201_en.msgd (563), compress=1, debug=0, platform=0
[201020112] Map10201_jp.msgd (544), compress=1, debug=0, platform=0
[201020201] Map10202-w.tbmb (1052179), compress=1, debug=0, platform=99
[201020202] Map10202_ev.xml (378), compress=1, debug=0, platform=0
[201020211] Map10202_en.msgd (42), compress=1, debug=0, platform=0
[201020212] Map10202_jp.msgd (42), compress=1, debug=0, platform=0
[201020301] Map10203-w.tbmb (1810549), compress=1, debug=0, platform=99
[201020302] Map10203_ev.xml (378), compress=1, debug=0, platform=0
[201020311] Map10203_en.msgd (198), compress=1, debug=0, platform=0
[201020312] Map10203_jp.msgd (203), compress=1, debug=0, platform=0
[201022101] Map10221-w.tbmb (6413058), compress=1, debug=0, platform=99
[201022102] Map10221_ev.xml (1688), compress=1, debug=0, platform=0
[201022111] Map10221_en.msgd (671), compress=1, debug=0, platform=0
[201022112] Map10221_jp.msgd (609), compress=1, debug=0, platform=0
[201022201] Map10222-w.tbmb (5892807), compress=1, debug=0, platform=99
[201022202] Map10222_ev.xml (877), compress=1, debug=0, platform=0
[201022211] Map10222_en.msgd (512), compress=1, debug=0, platform=0
[201022212] Map10222_jp.msgd (414), compress=1, debug=0, platform=0
[201022301] Map10223-w.tbmb (8113607), compress=1, debug=0, platform=99
[201022302] Map10223_ev.xml (1300), compress=1, debug=0, platform=0
[201022311] Map10223_en.msgd (586), compress=1, debug=0, platform=0
[201022312] Map10223_jp.msgd (461), compress=1, debug=0, platform=0
[201022401] Map10224-w.tbmb (975834), compress=1, debug=0, platform=99
[201022402] Map10224_ev.xml (380), compress=1, debug=0, platform=0
[201022411] Map10224_en.msgd (42), compress=1, debug=0, platform=0
[201022412] Map10224_jp.msgd (42), compress=1, debug=0, platform=0
[201024101] Map10241-w.tbmb (5114932), compress=1, debug=0, platform=99
[201024102] Map10241_ev.xml (2251), compress=1, debug=0, platform=0
[201024111] Map10241_en.msgd (470), compress=1, debug=0, platform=0
[201024112] Map10241_jp.msgd (497), compress=1, debug=0, platform=0
[201024201] Map10242-w.tbmb (659164), compress=1, debug=0, platform=99
[201024202] Map10242_ev.xml (800), compress=1, debug=0, platform=0
[201024211] Map10242_en.msgd (413), compress=1, debug=0, platform=0
[201024212] Map10242_jp.msgd (437), compress=1, debug=0, platform=0
[201024301] Map10243-w.tbmb (6060146), compress=1, debug=0, platform=99
[201024302] Map10243_ev.xml (2262), compress=1, debug=0, platform=0
[201024311] Map10243_en.msgd (937), compress=1, debug=0, platform=0
[201024312] Map10243_jp.msgd (827), compress=1, debug=0, platform=0
[201024401] Map10244-w.tbmb (1714803), compress=1, debug=0, platform=99
[201024402] Map10244_ev.xml (1204), compress=1, debug=0, platform=0
[201024411] Map10244_en.msgd (963), compress=1, debug=0, platform=0
[201024412] Map10244_jp.msgd (868), compress=1, debug=0, platform=0
[201030101] Map10301-w.tbmb (5023562), compress=1, debug=0, platform=99
[201030102] Map10301_ev.xml (2808), compress=1, debug=0, platform=0
[201030201] Map10302-w.tbmb (6121358), compress=1, debug=0, platform=99
[201030202] Map10302_ev.xml (1634), compress=1, debug=0, platform=0
[201030301] Map10303-w.tbmb (4652734), compress=1, debug=0, platform=99
[201030302] Map10303_ev.xml (2132), compress=1, debug=0, platform=0
[201110101] Map11101-w.tbmb (4040236), compress=1, debug=0, platform=99
[201110102] Map11101_ev.xml (1831), compress=1, debug=0, platform=0
[201110151] Map11101_rtmv01-w.tbmb (5133778), compress=1, debug=0, platform=99
[201110201] Map11102-w.tbmb (4010505), compress=1, debug=0, platform=99
[201110202] Map11102_ev.xml (931), compress=1, debug=0, platform=0
[201110301] Map11103-w.tbmb (4188281), compress=1, debug=0, platform=99
[201110302] Map11103_ev.xml (1862), compress=1, debug=0, platform=0
[201110401] Map11104-w.tbmb (4217821), compress=1, debug=0, platform=99
[201110402] Map11104_ev.xml (4860), compress=1, debug=0, platform=0
[201111101] Map11111-w.tbmb (4120551), compress=1, debug=0, platform=99
[201111102] Map11111_ev.xml (1707), compress=1, debug=0, platform=0
[201111201] Map11112-w.tbmb (4392583), compress=1, debug=0, platform=99
[201111202] Map11112_ev.xml (2083), compress=1, debug=0, platform=0
[201111301] Map11113-w.tbmb (4361523), compress=1, debug=0, platform=99
[201111302] Map11113_ev.xml (2208), compress=1, debug=0, platform=0
[201111401] Map11114-w.tbmb (4139444), compress=1, debug=0, platform=99
[201111402] Map11114_ev.xml (1051), compress=1, debug=0, platform=0
[201115101] Map11151-w.tbmb (2589989), compress=1, debug=0, platform=99
[201115102] Map11151_ev.xml (291), compress=1, debug=0, platform=0
[201189101] Map11891-w.tbmb (38246), compress=1, debug=0, platform=99
[201189102] Map11891_ev.xml (169), compress=1, debug=0, platform=0
[201910101] Map19101-w.tbmb (4566916), compress=1, debug=1, platform=99
[201910102] Map19101_ev.xml (508), compress=1, debug=1, platform=0
[201910201] Map19102-w.tbmb (1866518), compress=1, debug=1, platform=99
[201910202] Map19102_ev.xml (5744), compress=1, debug=1, platform=0
[201910211] Map19102_en.msgd (98), compress=1, debug=1, platform=0
[201910212] Map19102_jp.msgd (159), compress=1, debug=1, platform=0
[201910251] Map19102_rtmv01-w.tbmb (161111), compress=1, debug=1, platform=99
[201910281] Map19102_sprite01.png (3276), compress=0, debug=1, platform=0
[201910282] Map19102_sprite02_jp.png (2129), compress=0, debug=1, platform=0
[201910283] Map19102_sprite02_en.png (64651), compress=0, debug=1, platform=0
[201910284] Map19102_sprite03.png (428715), compress=0, debug=1, platform=0
[301010101] StEv10101.xml (10395), compress=1, debug=0, platform=0
[301010111] StEv10101_en.msgd (3961), compress=1, debug=0, platform=0
[301010112] StEv10101_jp.msgd (4292), compress=1, debug=0, platform=0
[301010151] StEv10101_rtmv01-w.tbmb (1794970), compress=1, debug=0, platform=99
[301010152] StEv10101_rtmv02-w.tbmb (567529), compress=1, debug=0, platform=99
[301010153] StEv10101_rtmv03-w.tbmb (1913183), compress=1, debug=0, platform=99
[301010155] StEv10101_rtmv05-w.tbmb (1096169), compress=1, debug=0, platform=99
[301010156] StEv10101_rtmv06-w.tbmb (922745), compress=1, debug=0, platform=99
[301010161] StEv10101_rtmv20-w.tbmb (3690186), compress=1, debug=0, platform=99
[301010181] StEv10101_sprite01_en.png (6152), compress=0, debug=0, platform=0
[301010182] StEv10101_sprite01_jp.png (7360), compress=0, debug=0, platform=0
[301010201] StEv10102.xml (2342), compress=1, debug=0, platform=0
[301010211] StEv10102_en.msgd (1948), compress=1, debug=0, platform=0
[301010212] StEv10102_jp.msgd (2045), compress=1, debug=0, platform=0
[301010251] StEv10102_rtmv01-w.tbmb (510430), compress=1, debug=0, platform=99
[301020101] StEv10201.xml (4343), compress=1, debug=0, platform=0
[301020111] StEv10201_en.msgd (2745), compress=1, debug=0, platform=0
[301020112] StEv10201_jp.msgd (2657), compress=1, debug=0, platform=0
[301020151] StEv10201_rtmv01-w.tbmb (244163), compress=1, debug=0, platform=99
[301020152] StEv10201_rtmv02-w.tbmb (904283), compress=1, debug=0, platform=99
[301020153] StEv10201_rtmv03-w.tbmb (1012469), compress=1, debug=0, platform=99
[301020201] StEv10202.xml (11155), compress=1, debug=0, platform=0
[301020211] StEv10202_en.msgd (5478), compress=1, debug=0, platform=0
[301020212] StEv10202_jp.msgd (5133), compress=1, debug=0, platform=0
[301020251] StEv10202_rtmv01-w.tbmb (1222765), compress=1, debug=0, platform=99
[301020252] StEv10202_rtmv02-w.tbmb (1738953), compress=1, debug=0, platform=99
[301020253] StEv10202_rtmv03-w.tbmb (959144), compress=1, debug=0, platform=99
[301020254] StEv10202_rtmv04-w.tbmb (618078), compress=1, debug=0, platform=99
[301020255] StEv10202_rtmv05-w.tbmb (1086473), compress=1, debug=0, platform=99
[301020301] StEv10203.xml (14247), compress=1, debug=0, platform=0
[301020311] StEv10203_en.msgd (7797), compress=1, debug=0, platform=0
[301020312] StEv10203_jp.msgd (7689), compress=1, debug=0, platform=0
[301020351] StEv10203_rtmv01-w.tbmb (529976), compress=1, debug=0, platform=99
[301020352] StEv10203_rtmv02-w.tbmb (2638681), compress=1, debug=0, platform=99
[301020353] StEv10203_rtmv03-w.tbmb (489682), compress=1, debug=0, platform=99
[301020354] StEv10203_rtmv04-w.tbmb (178488), compress=1, debug=0, platform=99
[301020355] StEv10203_rtmv05-w.tbmb (961017), compress=1, debug=0, platform=99
[301020356] StEv10203_rtmv06-w.tbmb (2036857), compress=1, debug=0, platform=99
[301020361] StEv10203_rtmv11-w.tbmb (398371), compress=1, debug=0, platform=99
[301020401] StEv10204.xml (10536), compress=1, debug=0, platform=0
[301020411] StEv10204_en.msgd (5508), compress=1, debug=0, platform=0
[301020412] StEv10204_jp.msgd (5848), compress=1, debug=0, platform=0
[301020451] StEv10204_rtmv01-w.tbmb (673839), compress=1, debug=0, platform=99
